owner_id,asset_count,my_accepted_collection_name,suggested_collection_name,website,email
53893.34,3,,WILLIAM STURGES & CO,,
4666.26,3,,WILLIAM STURGES & CO,,
37506.24,3,,,http://www.tissingtonhall.co.uk,
48939.13,3,,,,arng@stowellpark.com
24647.16,3,,,,waldegrave.estates@gmail.com
903014.4,3,,,,
23440.64,3,,,,
13683.16,3,,,,
17124.28,3,,,,
10232.34,3,,,,contact@mww.llp.com
447613.5,3,,,http://www.blenheimpalace.com,johnhoy@blenheimpalace.com
36741.28,3,,,,
37488.2,3,,,,
215657.6,3,,,,belinda.watson@wilsonsllp.com
45018.6,3,,,,
85893.77,3,,,,
24836.16,3,,,,
17782.3,3,,,,
19289.4,3,,,,
14721.82,3,,,,
32897.41,3,,,,
5604.28,3,,,,mike.chantler@farrer.co.uk
19442.74,3,,,http://www.ashmolean.org,
92295.96,3,,,,
13537.86,3,,,,
43133.13,3,,,,
13495.6,2,,ANDREW TILLARD,,
44600.96,2,,ANDREW WINGFIELD,,thewingfields@aol.com
36080.64,2,,ARABELLA SAWYER,,arabella.sawyer@btinternet.com
15188.74,2,,BANKS SOUTHERN,,
8802.22,2,,BARTLETT & CO LTD,,
36706.78,2,,BATTENS,,
4669.5,2,,BERKELEY LAW,,
18487.58,2,,C/O H M WILLIAMS,,
20488.46,2,,CHUBB BULLEID,,
57888.8,2,,COURTAULD GALLERY,http://https://courtauld.ac.uk/gallery,julia.blanks@courtauld.ac.uk
56572.32,2,,COURTAULD GALLERY,http://https://courtauld.ac.uk/gallery,julia.blanks@courtauld.ac.uk
22910.56,2,,COURTAULD INSTITUTE OF ART,,
3280.02,2,,COURTAULD INSTITUTE OF ART,,
19742.78,2,,COZENS-HARDY & JEWSON,,macollins@cozens-hardy.com
29409.28,2,,DAVIES AND PARTNERS,,
13865.04,2,,DIXON WILSON,,mvw@dixonwilson.co.uk
38183.72,2,,DOCHFOUR HOUSE,,
16674.8,2,,DR R W F THURLEY,,
18858.02,2,,DUNCAN FREWEN,,
44991.5,2,,EARL FORTESCUE,,
539122.2,2,,ENGLISH HERITAGE,,
32911.52,2,,ESTATE,http://www.buscot-park.com,estbuscot@aol.com
123194.2,2,,FINE ARTS ADMINISTRATOR,,lisa.edwards@grosvenor.com
29720.7,2,,GAINSBOROUGH HOUSE,,
9493.72,2,,GARRICK CLUB,,
12228.16,2,,GEORGINA MEAD,,
4904.88,2,,GOODMAN DERRICK,,
25698.88,2,,INCE CASTLE,,boydince@aol.com
11914.86,2,,JACKSON-STOPS & STAFF,,
38180.2,2,,JO SMITH,,office@grimstontrust.co.uk
19820.92,2,,JOHN E H BURNET,,
64241.14,2,,KAREN J TOTH,,kwall@wedlakebell.com
46290,2,,LORD LUCAS,,
34399.96,2,,MACDONALD OATES,,
13799.38,2,Gainsborough House,,http://www.gainsborough.org,mail@gainsborough.org
14860.36,2,,MARLBOROUGH FINE ART,,
27290.22,2,,MARY WHITAKER,,
30564.7,2,,MICHAEL MEREDITH,http://www.etoncollege.com,collections@etoncollege.org.uk
265846.5,2,,MISER'S COTTAGE,,
4714.36,2,,MR BUSK,,
21789.16,2,,MR C E ROUSE,,
32925.54,2,,MR G W WYKEHAM,,
11345.78,2,,MR J G PHILLIPS,,
14936.94,2,,MR R G JENYNS,,roger@rgjenyns.co.uk
17032.72,2,,MRS G RODWELL,,
34359.18,2,,MS SARAH BALLARD,,
9822.34,2,,MURRAY BEITH MURRAY,,
14812.12,2,,NATIONAL TRUST,http://www.nationaltrust.org.uk,osterley@nationaltrust.org.uk
42084.39,2,,NICHOLAS G ROOTES,,nicholasrootes@gmail.com
13702.76,2,,NIGEL BRANDT,,
14518.2,2,,NORMAN KENNEDY,,
31210.76,2,,PENROSE FILM PRODUCTIONS LTD,,tony@pengroup.demon.co.uk/archives@leemiller.co.uk
9921.46,2,,PLYMOUTH CITY MUSEUM & ART GALLERY,,museum@plymouth.gov.uk
13552.22,2,,PROFESSOR SIMON SHORVON,,
23243.02,2,,PROPERTY MANAGER,http://www.nationaltrust.org.uk/east-riddlesden-hall,
9795.14,2,,R F TRUSTEE CO LTD,,gareth.waterworth@rftrustee.com
20195.76,2,,RADCLIFFES LE BRASSEUR,,
9446.12,2,,RANSON HOUGHTON,,
115613.5,2,,RAWLISON BUTLER,,
12267.96,2,,RICHARD COOKE,,rc@dalhousieestates.co.uk
302173.4,2,,RODE HALL,,enquiries@rodehall.co.uk
10001.92,2,,RODERICK SPOLLON,,rodspollon@greyfort.co.uk
44507.8,2,,ROSANNA ASTLEY,,
74041.24,2,,RT HON VISCOUNT CHILSTON,,alastair@littlescreen.com
10771.74,2,,SAFFERY CHAMBERS,,
24906.62,2,,SIR BROOKE BOOTHBY,,fonmon_castle@msn.com
21684,2,,SLAUGHTER & MAY,,
5033.36,2,,SMITH & WILLIAMSON,,
28979.44,2,,Strutt & Parker,,kate.moisson@struttandparker.com
19501.52,2,,SUSAN  BRADBURNE,,
11150.22,2,,T C YOUNG & SON,,iee@tcyoung.co.uk
11826.5,2,,THOMAS AGNEW & SONS LTD,http://www.holburne.org/,
12800.42,2,,TIM G BANKES,,tim.bankes@virgin.net
15680.3,2,,TIMOTHY ADES,,
8378.06,2,,TIMOTHY ADES,,
35467.82,2,,VANESSA HARVEY-SAMUEL,,
29233.2,2,,VICTOR GUBBINS,,
61440.84,2,,VISCOUNT NORWICH,,jjnorwich@did.pipex.com
86199.94,2,,WALDERSHARE PARK,,office@waldersharepark.com
48462.48,2,,WEDLAKE BELL,,
21051.58,2,,WENDY COOPER,,rushbrookefarms@btconnect.com
15146.12,2,,WILLIAM STURGES & CO,,
18836.78,2,,WILLIAM STURGES & CO,,
63693.39,2,,WORSHIPFUL CO OF SPECTACLE MAKERS,,
483067.8,2,Corsham Court,,http://www.corsham-court.co.uk,staterooms@corsham-court.co.uk
17573.08,2,Knowsley Estate,,http://www.knowsley.com,
585884.8,2,Madresfield Estate,,http://https://www.madresfieldestate.co.uk,office@madresfieldestate.co.uk
728566.2,2,Madresfield Estate,,http://https://www.madresfieldestate.co.uk,office@madresfieldestate.co.uk
196799.5,2,,,,
47408.62,2,,,,
19457.6,2,,,,
15271.18,2,,,,
755525.4,2,,,,
12245.18,2,,,,
19940.9,2,,,,valery.golding@yahoo.com.uk
14980.58,2,,,,stewart.stretton-hill@thomaseggar.com
10933.4,2,,,,marie-louise.hamilton@wrigleys.co.uk
60128.11,2,,,,
10288.38,2,,,,
59183.66,2,,,http://www.vandadundee.org,
16505.58,2,,,http://www.nationaltrust.org.uk/main/w-chirkcastle,
18493.42,2,,,http://www.nationaltrust.org.uk/dudmaston,
31648.84,2,,,,
26563.6,2,,,,
142655.3,2,,,http://www.asmolean.org,
12401.9,2,,,,
482356.2,2,,,,
16262.08,2,,,,
22563.84,2,,,,
18181.1,2,,,,
241085,2,,,,
16585.84,2,,,,
31202.38,2,,,,james.trafford@speechlys.com
191737.2,2,,,,mail@birketts.co.uk
17633.36,2,,,,
18186.56,2,,,,charmiehawkes@btinternet.com
24977.2,2,,,,
31069.84,2,,,,
54188.77,2,,,,
37797.74,2,,,,simoncraddock@brethertons.co.uk
83408.46,2,,,,
164025.3,2,,,http://www.lennoxlove.com,
15930,2,,,,catherine.mcaleavey@farrer.co.uk
14034.4,2,,,,
17954.44,2,,,,kate.smith@knightsllp.co.uk
39583.22,2,,,,
138306.3,2,,,,
38712.18,2,,,,
14756.28,2,,,,
215983.3,2,,,,belinda.watson@wilsonsllp.com
25804.3,2,,,,
